,anonymous_id,md5,ontology_id,class,perspective,location,relation_type1,relation1,relation_type2,relation2
5856,d1c0790c-eb0f-470f-9dc9-153fbc672f0c.mp4,31a2a53b9b75a8a8abb950ec3e3c7c73,17,Boating,front,outdoors,On,Raft,In,OpenWater
1933,be8fd266-3553-4033-9c62-0debe694928c.mp4,f40fb77e26272fd19b395da62c8bb732,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1489,90b95dac-0ce5-48f8-be8b-bc8e86acdc66.avi,6714f68333699ac15b2aebc27d52f817,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1938,05ca6757-e5a4-4aaa-b8f9-4d13fb4da16a.mp4,975b8bca2c5217c36721cfd3ce68c572,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
2731,d97011a3-04f0-4c17-8ffd-fa8a3d20f760.mp4,6ff195a0b58e1c23c954b96514fb8dee,17,Boating,back,outdoors,On,Kayake,In,OpenWater
1548,be5ff498-ca92-458a-98b4-703765b61580.avi,d2f6bb197c4d6e241790804363280760,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5872,444626fc-fab6-4ba6-9920-431e2d6cd451.mp4,f1957371cb632b22bf2c69f48ded7f46,17,Boating,front,outdoors,On,Raft,In,OpenWater
4696,0e9a3dbc-0e1f-4ef3-90f4-d02fd30829aa.mp4,5cba391565b851ce368e3d28f550ec8d,17,Boating,back,outdoors,On,Kayake,In,OpenWater
5814,75f47d6a-4342-4168-8567-0d907062fb80.mp4,0c06960d7615f25f58c9fbe41c0a0397,17,Boating,back,outdoors,On,Raft,In,OpenWater
1481,02cd0fdd-10dc-4038-89f7-dd2be46d5576.avi,3769ab45979ecdd1301b2b443a7149c6,17,Boating,side,outdoors,On,Kayake,In,OpenWater
4703,9387e403-beb9-42e8-a01f-c397666c3722.mp4,915b0495dcc758d99966add575608a19,17,Boating,front,outdoors,On,Kayake,In,OpenWater
4653,440aadf5-37ae-4d02-a9de-be8e32b5baae.mp4,ef4ce963b052c262d61a9c796857934d,17,Boating,back,outdoors,On,Kayake,In,OpenWater
1510,1ed35fa5-992e-4ca6-8b41-44a454a3ae41.avi,9de01a10c19024ebedbe46e578791fa6,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5880,e4502689-84a2-46b5-8198-c621c74569bc.mp4,6db82e10d03189c5a1e80c3e4030e3f8,17,Boating,side,outdoors,On,Raft,In,OpenWater
6345,6dddfd67-b875-44f9-9e5b-9e5fe04297b7.mp4,476b2f4f63f037cb79941d2e5983870a,17,Boating,back,outdoors,On,Sailboat,In,OpenWater
4660,8bef927c-98c1-4d8a-af9a-fe5a4d5f7623.mp4,34ec537edd53711e15447c23c2c44fcc,17,Boating,back,outdoors,On,Kayake,In,OpenWater
4662,ff6de8c3-61b5-43b3-b77f-60fa3dffec66.mp4,6afe80a17ef2d78de6abf60c72a2b434,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1995,53c6aa03-a8fd-42a6-948a-21a49c73ac74.mp4,d3178e1e024f37451810efd70e11cf7c,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1992,0984543a-a749-4384-bc6e-d095e9d3d071.mp4,d938cab1d8547b5432408cc8b4fa0765,17,Boating,back,outdoors,On,Sailboat,In,OpenWater
5833,e3ad8995-beea-4ccd-94eb-3f98d623098a.mp4,67ad42a3f299e33e6a5d53c9f34f2ed2,17,Boating,back,outdoors,On,Raft,In,OpenWater
1547,60887371-2aa9-41cc-957e-bc230bfd9e90.avi,ab15c5ba230af95f8a5bc22cebc316b1,17,Boating,front,outdoors,On,Kayake,In,OpenWater
5885,43d032e1-6001-4eac-a971-cd5963f36c19.mp4,3db2774b9a28495b8c8e3e174300ef1a,17,Boating,side,outdoors,On,Raft,In,OpenWater
1492,5436c0ea-de95-4f03-88ef-818f4c1293ac.avi,0893e6c07e1de8af605b074605011daa,17,Boating,side,outdoors,On,Kayake,In,OpenWater
2680,f35afd93-3462-40a1-8ddb-69ec7a609b21.mp4,bafa905b92eb726a735a2cde66205dbd,17,Boating,back,outdoors,On,Kayake,In,OpenWater
1469,7a8dc954-74c2-4ea2-9203-7260ba5535a5.avi,526c09c5571ec8344e98c42250e5d667,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1498,55cea39d-b31d-4d37-b601-fb91ae1e22b9.avi,51819e542cd6d267a7b0e654ac7dd4b8,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1472,a6dfa841-4889-46e5-84e1-a009efc8c068.avi,0a141494acaf5ddea402a74b299b45a2,17,Boating,back,outdoors,On,Kayake,In,OpenWater
5882,ea00d917-311d-4cf6-9c3a-b7a2eea4921f.mp4,c1309e60bc64779e0f50cf30fbff416c,17,Boating,side,outdoors,On,Raft,In,OpenWater
1512,355c5604-6e0f-4398-95b3-60ac88a13627.avi,682aae9d9f1a2eaac201d982d67859d3,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1961,cc855063-91d2-4658-8702-b1b2554620ae.mp4,ec5c25b1e2024a31a6e7e1a81218aa66,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1448,6463c5c0-d2c2-42ba-971e-fc733d68f205.avi,fc618c9a4a9dd00296f2f926e18bb6c5,17,Boating,front,outdoors,On,Kayake,In,OpenWater
2712,a1df9fce-22b9-4967-8d5a-2537a3d7d216.mp4,e70211d7382cfbf71575c62c4869f82b,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1479,17ef0b73-fa72-47b2-b4d0-77e3588e02a5.avi,780c748712157752df52ec0771cf15e0,17,Boating,front,outdoors,On,Kayake,In,OpenWater
4654,71d11b79-241b-4e4b-806f-8af9a148db9f.mp4,2bb1d0848d9efdfea4674351324b6ec1,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1527,55d74d36-7a68-47b0-b3bf-7d39209cb4e2.avi,6abc7761fc52625fe1f2978eb2b92f6a,17,Boating,side,outdoors,On,Kayake,In,OpenWater
4679,b7d167b4-b912-4c68-a74b-4b5a35401d8e.mp4,15041e113d4eab7c9f3e136ee516ce8f,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1543,84f18c1d-6828-41e2-b181-c4a6432f983c.avi,10f2daff720f0a683e06842d091c7ba5,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1529,37501b17-4e4c-4099-be8e-93f5120e67db.avi,ef9e6162ff14768ffd5912bd5055c76f,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5858,37173dab-9f16-4edf-9fec-ed74312db234.mp4,f8c3f9984686b379b305140aec19e1a0,17,Boating,front,outdoors,On,Raft,In,OpenWater
5827,4a74c335-8dda-40f1-913d-0ddf19cc4d5e.mp4,a659daa73046a2428faf21ebf3b4f30e,17,Boating,side,outdoors,On,Raft,In,OpenWater
1532,b91d962b-5642-4dc0-bb50-5c469b4a6077.avi,8b244b8e892c4cb33cebb7b2f0487231,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1467,cc83a29f-f154-4548-9e3d-532fee06fa2e.avi,37df4bae2e72ee29b4c8df84758a6e3e,17,Boating,back,outdoors,On,Kayake,In,OpenWater
2695,d0622c8e-537e-414a-852d-681c086c6faf.mp4,4ef96d6beaa62e6ae2da313ba0682ca0,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1486,98fea30b-cc0e-4f0b-b0d6-12e6d26323c4.avi,1d3bb45a3df94809f0624505801c877b,17,Boating,back,outdoors,On,Kayake,In,OpenWater
4674,dac82671-3524-4993-86e6-37886b00d699.mp4,fe2a8b77ccdef869afebdb2fe355346d,17,Boating,front,outdoors,On,Kayake,In,OpenWater
2686,887b06d6-1413-44d8-81d5-d5097db00176.mp4,45746bb6c16409cc16a1f0b0e487a65f,17,Boating,back,outdoors,On,Kayake,In,OpenWater
2698,dd26899f-6a3f-429e-802e-451db99ea85e.mp4,ba827410eeeac4a16925d41906c964f8,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1493,3eee98d7-46e8-4a78-a974-f2fa312230b9.avi,c86beb70fcaaf02277910127d5f682f4,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1507,5b7224d4-c49a-47d4-913b-377081641a09.avi,57cbeeb1039d1e31ffb199f552dd36cc,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1446,69fadeca-ca22-4ee9-8f37-475e21034613.avi,f3844589b4d96cd4aa7b5dafeb2417d0,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1965,2a60d87c-a7e4-45a7-b370-0c1a08da58bd.mp4,7a6a57053030b5beb3a70e8771368164,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1988,75a9fe53-6757-4049-986a-505dde76bfe6.mp4,339596854bc46108bdf58e41f0362c32,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
2690,42fc6118-e304-41de-a453-00a07c442213.mp4,0d11e911c029dcce85bf3758900b80b5,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1478,85d6059e-868e-46f7-b270-7857665aaf4a.avi,2fb96f1076942b8552a56442f831835c,17,Boating,front,outdoors,On,Kayake,In,OpenWater
4667,a46ea911-02d7-4166-b592-72badeeba13c.mp4,47c486a12782c13fd0fa1810605a3cb8,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1533,351003a9-153c-4524-98cd-f2c13afe60e5.avi,b0a3d5675444a0e14276484fb41de91b,17,Boating,front,outdoors,On,Kayake,In,OpenWater
5868,16ace72a-1a83-460a-96cd-c0a00dbe137e.mp4,4a00fe10b6b31704dc195fa7a0a6e168,17,Boating,front,outdoors,On,Raft,In,OpenWater
4692,f795dea0-5859-4583-a71f-32336c9868b0.mp4,dc99bf9aef283859c7252f216a85e1f7,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5879,7acd4689-2549-4bab-97af-7bd4b5018ef5.mp4,26ee9b6f0f1ae5e92183316ba0b1d4cf,17,Boating,side,outdoors,On,Raft,In,OpenWater
1487,0ad48ede-0cd4-4910-b73e-07260cf2a7ee.avi,c0f6eceec5037293775ec72cac939734,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1494,444a29ee-f01d-47f1-8852-d5fe9f777b8a.avi,bdbad8d4196a5b4c86fc7e6ff911768e,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1964,21ff4ac3-a224-49b3-8c95-638235fc0ce7.mp4,f634bfff9b40b5228ecc1f9ab9a3f84d,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
5838,e618b7a4-a433-4cbc-9c78-020dde2fe012.mp4,3d5c36161243280ddbe05c53e0dc8936,17,Boating,front,outdoors,On,Raft,In,OpenWater
1468,d78234c8-6004-4081-88cd-b74b185324a2.avi,146116e3b1d7b1398930fadb1e9ea5d6,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1549,af072963-8b56-4fe2-a6f9-23f70ea6961a.avi,45f392810dd806ed2eda5e54678a73cb,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1497,29ef47d1-516d-484d-b2b2-1b079cba7909.avi,0fce6301235aed1ff95b624ef6fb606b,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1482,386c8203-a3d6-473f-9354-574b0dfe1a89.avi,4202f10269a285512ea29512dcb87855,17,Boating,front,outdoors,On,Kayake,In,OpenWater
2679,edd71805-36a5-4201-82ae-bf92153fd1e3.mp4,b7dffb0dff6568c988305a639aa63c8f,17,Boating,back,outdoors,On,Kayake,In,OpenWater
1502,fd57de0e-76e0-4454-9106-de2f0e3160ce.avi,35d2ec78eaab233713600f3234542275,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1950,f14ff5ac-dd81-40fb-ae28-44925580986f.mp4,cda249cb62ffdaf3c55d3b26c61097d7,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1554,653f270e-1d8b-450b-a24c-4642b0daf05c.avi,ef75d95148fa74d6b2f18d9c48c55deb,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1942,75bed462-8d64-4198-8782-5a963b1518d8.mp4,b51c1fcf7edbf6282bdbc3f82ed11745,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
4693,95f83cb6-6af6-4350-a64b-ff0516f78bf0.mp4,dfca8f512113ea23d9c323982a88bc66,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1998,cface8ea-7896-433c-98d7-886b3922d0ca.mp4,93649fb20f90deaa9a55c04e66d8782d,17,Boating,back,outdoors,On,Sailboat,In,OpenWater
2723,5687c34f-bc39-486c-9c96-9ae8af4968d3.mp4,b19896246c1595b5f8905e90ca6c4cf4,17,Boating,top,outdoors,On,Kayake,In,OpenWater
1934,63f78477-5221-46e8-934e-769d2de4794b.mp4,3314cb2be01d66a5e13c07297de76d32,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
5835,474b3193-c2da-47e2-b376-2c8f247916c7.mp4,22a775d3bf58b5451d915d6ca20d2cda,17,Boating,side,outdoors,On,Raft,In,OpenWater
1485,aee28d15-b8cc-4f9c-9b24-2dc4fb101342.avi,772770672e18f0e9d84f07786659afa0,17,Boating,front,outdoors,On,Kayake,In,OpenWater
4675,bd8b714e-80fe-409a-8848-53d01ffc547a.mp4,cbc78387260dc78b717365083329e0f4,17,Boating,back,outdoors,On,Kayake,In,OpenWater
2693,78576037-9cae-4824-a503-e66aae27d4ce.mp4,dcd8463e62b1242f43df7740ea1d4383,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5859,16046066-bed1-447a-a625-ef6749bb84c9.mp4,0ab48c6784a0e8aeaf0f38320197df0b,17,Boating,front,outdoors,On,Raft,In,OpenWater
1516,9f52f3ab-4b02-44b0-ad6c-9209f99ad5d3.avi,623463b9fc28e2c992b5c8a87fd7017d,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1984,1c7c637a-7052-46d0-b884-65d4696f9811.mp4,53b131f81ab2f8e7ce7ae87ba4e28e36,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1513,aee9bb2b-d4a2-4e72-8b02-67c6efd3c3b2.avi,03f7a220c2c63d18d483e18d2bf201e1,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1503,8997b872-4783-4c95-a7d8-f643eb23e568.avi,e34e5a55519183c47880168c319b692d,17,Boating,side,outdoors,On,Kayake,In,OpenWater
4687,39596c30-48aa-4ebc-bff8-18410c76849e.mp4,f0af47604f09a8ec473da969df7c4bee,17,Boating,side,indoors,On,Kayake,In,Pool
5855,6ef7648e-4f4d-49f9-bed3-2161be348361.mp4,4c6978ca610d8d12b7e9937da5da9c2a,17,Boating,front,outdoors,On,Raft,In,OpenWater
5840,5fac0bbc-dae9-45f2-b8fe-a19e9ff63053.mp4,2b007deb7c877d4ef3c797debb621b17,17,Boating,side,outdoors,On,Raft,In,OpenWater
4704,a16299ff-6883-4747-910e-111a9cf02c9e.mp4,f1a908255ce703d453e251948d199468,17,Boating,front,outdoors,On,Kayake,In,OpenWater
4664,39763e47-c68f-48a1-8118-d6f104614fae.mp4,f0581ae545f33536f1a42107d41429df,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1960,b9934d65-c830-4310-a82a-7705de8a6779.mp4,48bdb25a63f98aa467a49e5d51dde384,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1525,f97bcc24-893a-4fc5-83b9-56bca84dffa7.avi,502678336394353c02fef759e6a9ec07,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1470,4334e8a1-8bab-4135-bd47-4ecfcbf52af2.avi,d15e50edf2976d9b97e7c543d9c42fe1,17,Boating,side,outdoors,On,Kayake,In,OpenWater
2733,939755d9-640c-487b-bf30-0525b9ad8a3f.mp4,610d903bf0453f7e6f3bfd57aa8cd838,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1943,01719f23-095c-4f35-9f02-737e9323f0ac.mp4,c794bfad7f594131be2fe974d211585e,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1496,26939bf7-8e96-4ac6-af6b-087e04f7d9ef.avi,79ca7570dff8af2039ce4e529ac0d106,17,Boating,front,outdoors,On,Kayake,In,OpenWater
4705,2be3c23c-0a44-4764-9ad8-da2e11322b69.mp4,2736472bf4d545a619d0b442ea636da5,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1996,aeacf0fa-062b-461d-8249-b37bcb7c6a9f.mp4,102831c3f627f71ed8c3ab528eae8c41,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
2746,da614533-e700-4202-8e3f-8bab3f65dced.mp4,649d63699d80e9631ea6a54495d124bd,17,Boating,back,outdoors,On,Kayake,In,OpenWater
1500,b2ffb340-02d4-487f-a021-5379ec64c44b.avi,6d5f53948d9a4af7f551c8fccb04db70,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5847,bfd5fd0c-6a79-4f1f-bf66-7b2115706083.mp4,0c005b41ff1496a417ee80caa9029411,17,Boating,front,outdoors,On,Raft,In,OpenWater
1970,b61cb4b4-428a-4a05-9ef3-03dcdefaca26.mp4,2dfdf4d6697d6a8c1c5b69286ae70d5d,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1453,f48ced06-dd38-436e-86e1-fe124edd31da.avi,6902085dacdc3b3744777d68339907ac,17,Boating,side,outdoors,On,Kayake,In,OpenWater
4666,7dce836a-accd-4abc-8701-2562c5c99487.mp4,97387f9d2edc90572e9bfa62f13f3934,17,Boating,back,outdoors,On,Kayake,In,OpenWater
5884,c7bbf759-7197-48cb-adb7-e274f713e12c.mp4,05227862e4a0367070684cae476b49f8,17,Boating,side,outdoors,On,Raft,In,OpenWater
1511,dde1f94a-4054-4323-a3e4-d4e72a2b946a.avi,a8fbc1a8190d789029d3b598fb8e702b,17,Boating,side,outdoors,On,Kayake,In,OpenWater
2702,083601ad-7cba-45c5-92f9-9fe4a7b19f3b.mp4,91de863452aef72c63fced9ac7d6544d,17,Boating,back,outdoors,On,Kayake,In,OpenWater
1985,dbc10586-bd54-46f3-856c-ce1dbd22315f.mp4,8101fc6331587200db97deb0783a451b,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1484,5611a70a-5deb-4b18-b443-cc91dc6e650d.avi,1b2c6363b943a636b01d57fd5852262c,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1981,eb732bba-39b8-4062-b783-da6037e81d17.mp4,1e4145f6b8853cc64fa9c32dfd9a57cc,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1990,906084ff-d7d1-4ed4-9349-667eca622a35.mp4,56ffe1f4a8bee81b90e22e59496d7c48,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
1946,969fb668-5ca1-4eec-87ec-217cbfaa34c7.mp4,ab6b54058d35e7f8f0b63456409f4708,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
5874,81dd5096-0bed-4f59-b421-2243bb0bea08.mp4,0ed34fb4cf309961a6ec6c4b3a09cf7e,17,Boating,front,outdoors,On,Raft,In,OpenWater
5820,e29b3959-6c1e-404a-a82d-512a7796d9a5.mp4,2c74839df90720b54966eaa05366f994,17,Boating,front,outdoors,On,Raft,In,OpenWater
5813,d025bb10-d17a-4405-ac75-6f84b17c7c20.mp4,178a2b735997eda508e59929706b5e8d,17,Boating,back,outdoors,On,Raft,In,OpenWater
4686,e06c2c3a-1a68-4028-8cd8-dc049f7b78e3.mp4,4829fab09f4ad46d96d70b25d144c185,17,Boating,back,indoors,On,Kayake,In,OpenWater
4657,b2b09649-eae1-4357-8110-eb1899f44661.mp4,b3625a7f66b6fea691a16343c18f9674,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5850,f263e060-f69f-4381-b82f-7484c1f39253.mp4,ffeaa4786e268c34cd753178acc3b519,17,Boating,side,outdoors,On,Raft,In,OpenWater
5893,7b7b49c6-df7e-4091-b72d-ce9ac4ae9a7b.mp4,c7af55b68324b8f8d2c0bd6bc5ea3041,17,Boating,side,outdoors,On,Raft,In,OpenWater
1999,a7087dcf-351f-4518-970a-22553dc67b7d.mp4,3bd07006417ac566b5559efcc42b4066,17,Boating,front,outdoors,On,Sailboat,In,OpenWater
1971,3b3fda11-e08b-4967-a117-f00ca8a55c8c.mp4,efd2a765fd3fd6370078e5f746ef47c9,17,Boating,side,outdoors,On,Sailboat,In,OpenWater
5867,e15b35da-9529-4959-b7f7-851d1f2879ce.mp4,5293c0b05e017a339fa9e5d91784194f,17,Boating,back,outdoors,On,Raft,In,OpenWater
2718,4207e7e6-97e3-4bba-85df-7cbd34c2043c.mp4,a0a7f93b6b393b01b189a42346b12710,17,Boating,side,outdoors,On,Kayake,In,OpenWater
2741,705d6fdf-4918-4831-9f10-5e25214b7ecb.mp4,2d2dc1b6ab5813c6658c8042f7e93202,17,Boating,front,outdoors,On,Kayake,In,OpenWater
1509,65cda3a4-ac20-4692-baf9-117d09a68b7e.avi,a64012a17a819141c09d1bf524d6babf,17,Boating,side,outdoors,On,Kayake,In,OpenWater
2694,de921d3c-28d9-41c1-84b8-ba11a850aea4.mp4,b1150077b1170b0e1db222f89df1738c,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1450,7b5acf26-a2f8-42fc-ac58-84059686462e.avi,dd4de4198622b4c928c4f715fbbddb75,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1442,43410bdf-10e0-47c7-a2aa-fb6a6c6a62d6.avi,72ddd82d1d9bb6e1643b4766ee835b01,17,Boating,front,outdoors,On,Kayake,In,OpenWater
5828,b83d2228-95e9-49a7-bee6-9f3f2824f43c.mp4,1cf3627cf6a610a080512889f082efa2,17,Boating,side,outdoors,On,Raft,In,OpenWater
5877,6a86eec0-3124-4b83-aa8b-ddec7b255992.mp4,e7c73667995d49d8563e9305c668a66c,17,Boating,front,outdoors,On,Raft,In,OpenWater
5845,6a081f2e-c411-43c1-bf25-baf88b75b5c1.mp4,988259e5caa06ee1eca66f1fbca73672,17,Boating,front,outdoors,On,Raft,In,OpenWater
2721,b7b40bb6-6326-40eb-b6a6-0da016fb887c.mp4,2ebe865dc02ca2568d2ec23eda684fd0,17,Boating,side,outdoors,On,Kayake,In,OpenWater
2705,821a159c-7056-4bbe-8ab2-d56956d1cf47.mp4,850b85bd90f2d2fa065cd3b5c6bc6faf,17,Boating,side,outdoors,On,Kayake,In,OpenWater
1444,32ee3a26-a886-4af7-83d7-94ab8be949fe.avi,6f6bf52f3df88dc84a419bbdd453649c,17,Boating,side,outdoors,On,Kayake,In,OpenWater
5114,7731e1d9-c839-4e02-b3f9-7efbe8a63a19.mp4,c073472dab3e700756b1b486db574224,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
2388,29c7c162-450d-4953-b819-e0ab1260ca1e.mp4,d3f3389dca63e64c6d70ab358af74061,13,Playing percussion instruments,front,indoors,What,Cymbals,,None
1188,8fcc534c-cab6-4331-9378-a3546eba8432.avi,f9a8777e73bc52fffd886c99fb16d852,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
2518,c292777f-de8b-4565-ac58-c8b763e362c7.mp4,e9c1eaca301a23e0c18ddc06f66a2f22,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
1236,a244fef9-9a8f-4ce3-95ef-d4b36d2b8981.avi,475664a7f8b8bb9f595c0d7b843bc4bd,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
2407,4889678f-9c0d-4e12-9e74-2bb50553307e.mp4,b17a3963b7bb1d3a3165a21673b128cc,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
1246,9e963964-ab5e-4da4-9987-edf82209a1fc.avi,c1dd0d85907642be6120e77241b1a84d,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
5258,9c192a0c-d360-410a-9158-fda62faf51c9.mp4,60fcd25e7da683ac4d4ddf62141b2550,13,Playing percussion instruments,front,indoors,What,Cymbals,,None
1285,3975ef56-c2a7-4aed-8312-242c056bb136.avi,89b516bbaea8dd24ba85469b73141a81,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
5133,9919286a-a700-4d0e-b373-8c0d8979cf80.mp4,2e5590101effba94483f6f4fcbae355f,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
2446,ab020f33-d035-44f9-bf3f-d849ce37f7e4.mp4,de3abf2b98486e40f52391f538092cff,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
5255,1360a517-e641-49fb-bbd4-297ed63be5ca.mp4,ceb22c463cc964c0847021c4c4410324,13,Playing percussion instruments,front,indoors,What,Cymbals,,None
2459,dd7b3079-3fc1-4766-bc36-7f98ead292fc.mp4,b752de4e968c864622c26b8eb989d60b,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
1186,3c843e8b-eba1-4573-b45e-7d4d8ee1a0a3.avi,dc6396f9181e602c4d8323a10ba85bd0,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
2417,d17554d6-54c6-4a95-99c7-1f5802ed687a.mp4,494e3710d204940526ee285fb32fbe79,13,Playing percussion instruments,back,indoors,What,Cymbals,,None
5136,a5589472-7b1b-4dcd-836d-b068b431695d.mp4,2e58c1a3bf06b70d8619931e69e53027,13,Playing percussion instruments,back,indoors,What,Cymbals,,None
5148,6c0320e0-76ed-4fa4-8021-f4b393c29626.mp4,b210e0e024751a413a82f1adb71949e0,13,Playing percussion instruments,front,indoors,What,Cymbals,,None
1183,d9ef6655-bc47-4ba1-b17b-6536658434da.avi,dcec70bd1454246674e117f50cf32a3a,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
5232,47c1a787-dafe-4080-adf1-fd4a864d4473.mp4,c6b61da30f91bf103afc75fc28dff835,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
2464,d0cfba79-e7c8-4dba-ae37-26856a327df2.mp4,ced2019e7053bf5b9acd56845eac183c,13,Playing percussion instruments,back,indoors,What,Cymbals,,None
2489,16a32f5d-fcfa-4d18-8bb7-d22d264b2c91.mp4,8034d723dbb72381fef6eedc987e99e2,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
1179,2c6acb2a-2f5c-4e97-b152-6937aaec945e.avi,5829d7e417c733656656f7045173b609,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
5117,7d8a3c44-11a3-4f70-ba9b-1da4f5df0e30.mp4,2781888fce5a6d8d17cfb4755b0795f3,13,Playing percussion instruments,front,indoors,What,Cymbals,,None
1297,2e0e3f4b-fc96-45d1-9182-a8ec2c68048e.avi,7e67a6cf4b5c84fec057ba52e3ef7521,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
5186,43a0d0f9-ae9a-427c-9fbb-b9f8e21c2a18.mp4,f26ac56649283a8d1349ea9679564daf,13,Playing percussion instruments,back,indoors,What,Cymbals,,None
2398,d708b2e0-cc21-4369-b3c3-74a951929d76.mp4,2b44cbff9cd6b4f4740ba259bdc108f0,13,Playing percussion instruments,side,indoors,What,Cymbals,,None
5167,20fbd667-3f8f-4b76-89e8-4183bdc7c364.mp4,980edf6dfa05b9fc60fe072faabe472d,13,Playing percussion instruments,bottom,outdoors,What,Cymbals,,None
1299,57fa4908-06f5-4e56-a6ad-b4c038b8f3df.avi,808066b9f6476a8b4b07ea6e54b34dd5,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
2476,9f58cb15-ab56-45b9-bead-3ba30efc1856.mp4,bb94e45753650aa88c16e50e89c96ffd,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
2493,c34c529a-68d4-4afb-9ea2-308515428245.mp4,b2b214a2ce52a21ca4f472893de4d11b,13,Playing percussion instruments,front,indoors,What,Cymbals,,None
5233,9043fa90-1523-4efb-95fc-2353ccae5dd9.mp4,1434fb46224077ebb43ea217686e8f31,13,Playing percussion instruments,top,indoors,What,Cymbals,,None
1269,a3f0c84c-ca05-409b-a850-340c83927919.avi,44503645a181d7420218deff6dfbfa68,13,Playing percussion instruments,front,indoors,What,HandDrum,,None
5240,bbf8b860-e2c3-4d30-8ea4-2bcb7cb2546b.mp4,ad0ce05d0d7348803b795f3a45be1b03,13,Playing percussion instruments,side,outdoors,What,Cymbals,,None
